,hash,clear,perfect,great,good,bad,poor,totalnotes,maxcombo,minbp,playcount,clearcount,failcount,rank,rate,clear_db,op_history,scorehash,ghost,clear_sd,clear_ex,op_best,rseed,complete
206,8f45b0c970e183550ebfdddc5db8472c,5,1297,161,6,2,5,1466,1466,2,75,19,56,8,93,0,66570,40e77f0844996b01e743578b3ba9feef,SF2s5xs3s9y4u9SI5s9SF2vr0r3u9t6X@SESNw@r8SEtr1uwr06tWG4q19r8q44r9q11SEt9SEUG6r5txSESF5r2D9JSHtr6gtr0r0SHSF1SF4SH4s1sq6r5SIys5r9q3vSEtgXaP@ISETGSH6tsqr4q29sr8SEySESGxr3r5zXVESHttuSPYSETBJD@q3@SKzShEZ,0,0,21,12907,1
207,9e637c1676c1a5c4c7c2fda3b8d6b115,5,1487,189,4,0,3,1680,1680,3,26,14,12,8,94,0,66570,071ab01636c7569b761bb22477f1f4a3,Isw4@JvuSGUGXSKSF4SG2s2xw8r2tts3t0TEq2qvSIu5x7vr8r3zr0vyxvs5r2r4u1wr8tSETEssSF0XSF7t1s4s0r2sSEtq8ur4r9SF5vwtg12vr6SG4r7xvt9ztq9vvXg11r5SF0tvtSMu3qs3r9vtswwwzs0h4Hq5TGsSED11EysSJr8SJq20SMSGtq14wtyr3@F4r3r3t6q11wTF2g12tS@q10SEtXTIr1xSESEZ,0,0,21,26531,1
208,0ae6aad252b54324e739a245c9efaacc,4,1743,244,9,3,6,2001,750,9,8,3,5,8,93,0,66570,09e3b2052b15da6ec6c3ff7bfd1cab20,zsr3xysySNq2TGr2t2r7SGr3usSKtsr6yr8r7zu0v0q15r5TKssg4waSlTESGS@lr4tTG2qXTG2s5r5t3SGsTMqaF4SNr9s6SHSJ1sr4THuq3tr7r3SGr2uVH6sSKvr2wxur2UGTG4vst7r6SGSEttww9r5r9r0q5SF3SJTLr1tD@NtuuuaI@GSJq29uySKtt0u1hHTIqq2twt1SEq5s5tSF4x4r4r0SGh4ESESg2@ESEsXSF7yvt5g53s5wSEVEXSISMSHTLs0wSEXTLr6SF7ssSKtr5tSF0r4r0cEZ,0,0,21,14960,1
209,acb00af62ad22c34ab21828853bd2915,4,1239,153,6,4,14,1408,705,18,6,4,2,8,93,0,66826,48d8c009eae2dfd94b1dc0fbc72b8b59,Jt7r6tSEsr6r9SLq3s7SG5r8SF7t5r25sTKr2BGn2z2s8XSIq6@F0q25zuSGTGn2SKtr0SESESIbEsg@r0q6hGXmISIqSng2XUMvySL5BHSEt1tTIr2SMtvXSEwvt@H4SLs3vBESH2BF5ur6SF1vt2r3r1vsxq2SItTH3r5tSLr4TG0q2SHr6SEXSh2E@gg4bJz@H@I@G@TLXUGyr2SMuwZ,0,0,21,17849,1
210,0b0d6d21968d624327b46f9546713b24,5,1498,177,5,0,0,1680,1680,0,54,13,41,8,94,0,66570,18b0fa4c4455cedd7827bd6d68e3f95f,F20r1SH3r21tSESGr0xTKr3wq4TGxr0SH1qUG4SG9r4SETESH1r3vr6xSF5vr7t0SGSISG7s4y0str3sSF4SHty5s9TESESHr9TGuUETEyys7zSF6thEs6s2s8uvsSLXh3GYHtvsuu2SGSG5vzss9SGss1UF3hF3r5q4r5zr3SLyr1r2wsSKvssSG4r4SGtsxTHsTGxyxg2uTEtr0SIq2Z,0,0,21,31507,1
211,73e45d6f82b6d69bad566cdddca277cf,4,1512,269,45,15,26,1856,546,35,22,8,14,7,88,0,66570,c824fb6819cfe4460228fae4ff8dff59,K2s3TF1r0r0vr3n9g2@Hsyss5BG@Iws2@G4zvXg36uwsqv1XSg21SG0D10EuVJSEq2SG@RGUBY2@sYIggn2r0SEUEtSF1n2SGtSPSF5XSHsn2@n6sn3gn9SLX@Htv1SH4SH6r0s7ts5TF8sBGsYEr1wxYYMqn17SG7tstXg4hcEscYr2sqXSLtstg14Tn4SISHXgXgYScYPr3qq3SPIVHBSKq5sSEvr4ur0wvXTIs4r2SMUF5@Gs5wuq2s5tSLTLw@Rs6s1t4SMtsSPGq45tYEs9r1waG@H1hEzSEtSLwuxBQg6SGSLBXSJsn2sSP2tbRHSEYTHzq2BPNUJTGzr0TJXSGTBGcEYB2GBabGgBYGhP2@LVGqSEXZ,0,0,21,1331,1
212,c830eec2185e22e777a8dd91456eb659,4,1259,146,12,4,11,1423,936,15,20,4,16,8,93,0,66570,5668a3cede6d8ea5335af707b21d29a2,KsTF6THg4uwSLw6s7r19VF8g14r7r4r3qSGq3sgSJ6r3SMTF7@F0hGs8t1y@K@Gg2r8yq7SF9s@G5xs4@I1SKg4SHr7SF2yzr3su5uBhE@Js7r0SHwwTIstsxtuXhQiPESEr1vSEtuuXmKs4w8wxBYH@Ky@Gzq10XSGq6@JSJyVHSKTIUHq14SEuUPGbvwwTF6TF2sr3v8sZ,0,0,21,7214,1
213,95f4d061d6e1f817a5e959d29565014c,5,1525,158,5,2,2,1690,1690,4,18,7,11,8,94,0,66570,58c6d31a83637f0e9bbdf0c673113a03,F0r7tyzg19w7v6t6y8UMXSNr5r9tTISH0v1SG3r8ss0s5SK9r7xSF3xr5UJSG5xSJ1vtv9SETF5SG2r7vstwr1q4SF4uuSHttSF0yr9szvSHSGSJtq3YHYQGD@XSGs3TGytuyr8r3r9sts4g10ss1r5vr6sSHuSF1ss3SEr3BGD@LzyhG3s1r9vsTIr1v1tTNq4s9sTF3r0SIUHxsZ,0,0,23,24655,1
214,25758fb55d889005f4dbc6855d639cd7,1,88,81,150,60,54,3182,47,2890,1,0,1,1,4,0,0,49fa0bde5b0b0c4b5984f793730939bb,D7cYD10ETEXSEsuug2BRg@GBQiGh@EXYBXY@Gh@PQPBgg@gg2gBcGBc@BgaPE@GnYGBRSBC@GYBSc@XBhBh2C@h2iC@caiYBY@cPBcP@igicP@cPBC@el2BP2@cQcBihC@cbcYS@D@YB2dl2QiiihC@UBbYE@GgBG@lQSQcPP2BcY@cPl2Big@BC@Gl2PBcBaYYTcPQjg2cPXl7BQcBgihBSBRYqi2RC@fBY3BQiicP@hkj12Z,0,0,23,27831,1
215,efc091e69eab86605c5d2694b113e9f9,5,1690,105,2,5,4,1802,1802,4,33,14,19,8,96,0,66570,b23a76461582231b6cf727f2196d64dc,Es9SG4r40r00t6r1tt41s4r9y4x7uSH6r2BI@Er0usr4tzytxwss1vuxr9r0wuxq3SLvzSF4SF7r1SLg16s1sTHtXgB@HSISGuwt@Ks9vq18SJs2t2y2t1zSG1vSH9xvSNBqBJr7xvvBH@tSGt7SLsSF4SKwSEsZ,0,0,21,6228,1
216,1b4566b508cb58387480a0406d87cb1b,5,1382,103,2,2,3,1489,1489,4,34,10,24,8,96,0,66826,35c00c6aa5075242d46ba50b29941574,F9us8SF6XSF6u0SH9v3tsv4sTGTJq43SNtSK3r0w1s3wTGv7tSG3vr7SETK2wv@NSNuTESF6vyr34vUF0r51r9SESGv8u8r5suTJSQGSKv8sBED@EXh3H5r1q2sSMr1@TH8hF1SEDZ,0,0,21,6995,1
217,6f4d00fd3c20579595a6f9368b4b1fa5,5,1404,129,3,0,3,1536,1536,3,13,7,6,8,95,0,66574,b0995a670e0d26bdc68b47ca26265919,vy2r0q3s5s2yq2tt4tqSF3SF3g29r5zqr9ts3wt5s6xXUIu2utu7yx7uuSESMSLur18t8r3VG5r7SH0SF8SGr1r8r2r3@Gq3YF1SG4SGSGULvq6r6X@GuUEt3t6r9r2uSEq48SF5h2Ir9y4ws2yq2SEssq@Gq3vusqr0SF8r7Z,0,0,22,9285,1
218,d61d98bc51cd104b1d916a034ff1e271,4,1730,234,12,1,13,1979,1294,14,9,4,5,8,93,0,66570,ae464ec8999651645281da99c8871b8d,Ixz@Es6vw0ur6s2yr0SF5SI0SGSGsr5sr7r8vq4r1SHs5yzyr0q3SK@SHqSETMus1ssg4sSEsxtr2n4TF8r0@F0g2gD@wSEvSH1yqXSExBJ@Eq3XD@Js1r6sD@Gr0t7ss8SG0s8@EXh2F6svXSESEr6r4SJ0s1sVF2WMsuq66xyr0SG5t3s3SGr4wuuSHXTPGvSJtSEtsg3XSLsXSGUJhF3XSIq2SESG5g4n5@g59SNSF1SNs9yr0zs2s5@Gt5r2zhKt5s0r2r5SGr4q11q14r8q3zxsq2q3TLqg6TEr4vuxshJSHtSNus@EUJsr6Z,0,0,21,1896,1
219,a68c7692822a21ea43944733eab36c2c,5,1508,276,4,0,7,1788,1788,7,8,4,4,8,92,0,66570,b518a87f7fe0bc29c9ca6fac3d38830c,F7SHSF1r1uSEuq2qUHu8u6r2r7t4vr1us9r0UIwTHySKwSHSIr2SLr3r9tsq9@HUHhLTMuwTGSIXD@GSJvSHTEXVEXVESEtsqr1TETNr6ys7WGst@NSGSETG3SF4tvtTMut@ISEwUF0wr1TF3q7vv3qSIvSGVF2zr5SJssg2THq9SISGSNwTF0@F6TEyuSJtSG0q9SMzx4r6uSF5q8SKSHSH@Kr8r2syusSG5SGr3ur0SHXSGr9wzSIr2wr3wt1SJys5SETG0zst8xs2svvuUGSH0SGwTItws@Ir4s0Sh2GYIsZ,0,0,21,27800,1
220,d353c5f0a6075ff60d3d5c34a1636e05,5,1426,56,3,1,2,1486,1486,3,48,19,29,8,97,0,66571,274aa3ab25802c85d2ccd6e388bc4a62,J9@H3vxv3s3SI4us3z0wr69s8r9t2TIUG7xSF66r19SF8w3ur8v3r06wg8wv4zs1r3@F3SF7r5r4tg5SGvr6vXSNg6BF6UGDZ,0,0,21,2695,1
221,8104bc6b3580ec33e2f8a425488f0d5f,5,1359,240,1,0,7,1600,1600,7,15,5,10,8,92,0,66570,f5cf6746a110151429ff4e875f55c425,HTG2vTItSGq20uSG3usq12tySEtr8vttr1ts2SHTLTHs2SNSF2ysvXSESESHtq5s8XSNv@KtwSIr5us7XSJtzTEquSGSHySF2vTF9SIr5r2v0s9s2r1q52r5utq6v7ss1TG2@F5r4TKSIr0s3vvVF3u0TG1sSG5UIw4zuyySGTF9xS@2HTESEUG@HD8GVG0r7SF0q6TKq6wxUMVEq7sSGhJsr6@SJX@Lzr1D8EVESIXTJs4SIxsr1vr2SLr2ssXZ,0,0,21,18508,1
222,92534ba8547ae6943dc5a99b7ddd0728,5,1644,154,2,0,4,1801,1801,4,27,8,19,8,95,0,66570,3c940d16d58195d6b023f01b4cff4709,Lr3r22zw4TGutSEt6y2XTG3r6TF3SG1SJu1yv@F8qwXTHTF1r3yur3yur3q14uw2t1SLTF1s4bF8SJXVHr3yuqSG1wXTG2q7wTHSJSF7w6XSK2r6r4tzzt8t7u2qTEu0uu8q6XSHr6tr3r9vq38q41SG1q6w@ESEs4sXSGvvr5vXg4r1vstr1q9XSEsg2X@Et5yr7r7Z,0,0,21,26931,1
223,f2f6269ad0b75ef7ab7066f524826c4c,4,1684,150,3,0,3,1838,1812,3,42,6,36,8,95,0,66570,c0b305a538fd22685b6fa1b9bf6e6498,Nwr4s3s1s1s1s3SJ6wSEr8v2zssr8r2r2yx4r2s6sx0wy1wXSF5uUESHq40s5uw2u1SLtsq23qst2D@F2uSETGUESESHr0hGSExtSGTGSJ5v9r36TJuwsSHwvSPEUGr0v0zsq48s4v1uSh2EX@RTESHtr8t0s0r0uSG3sq2u5r5s4r3uSIvSIq6usUG2DZ,0,0,21,5781,1
224,51245af100f24264cf3df0bc5523ca27,4,1593,212,13,2,14,1828,743,16,16,7,9,8,92,0,66570,0243e3142577503c1afda7933a84cd2b,t7s3zug4n5sYH@tSG6wsSLsr3SGUG@SEsssx9ttD8h4F6TQEU@tn35TJqn40s0n16r1TG5r5@EqSEUF0SIBgq11st2s2UHr5r2r9r6r8r7sUF0wtSGXUJq2SEtt0SESH9TRKs6utXVGq2r2SF9r6ts9TGtr2ug5Xg14XTGSGt0z0ywYLTJ9yr0q4SKTMsg2g7wuTLny9SN@LsgYEzuTHg13SESG8q8SKSF4SHn8v0q5ssg2r4SF7wXUJu1xD@HTEq5nss5t3Z,0,2,21,18606,1
225,a664ac5ffe78777c1eae005a3c4bd66c,5,2047,128,6,4,2,2185,2185,4,69,21,48,8,96,0,66826,6fd6ed167b4474c0333763ebbd87b6a4,Ks1s9w1yr0wr4SG3u6zSG8q13SHr3s0z1SEs1ssr9s1SGSF7UG5xTNs5t4ysSJ0r2tSKs6X@G5t0zq77YI7uss9t0z3stuswu7tg24s8r7yq2r1r5u0r3uSG0sr8zw7Btr5su8vsSIs5s1t5vs3r0t5SHg5SG0shNssu7t2s2r5xB2HD@HBLr0s9yus3SGhETNv4g3y8SF6Z,0,0,21,12508,1
226,5f6f1c5d3fca5edba8edd537d9927c61,5,1593,200,3,0,3,1796,1796,3,9,5,4,8,94,0,66570,b82fd18abd87f7eb2c8b7779e309261f,F0SJ5x5q3r1sq2sq3ur1r2SIssyv0ur4SH7w8SHts9r1SJsTHTJSF4t4sxr4s6r9ur2s2s1uuzySMtt5v6r1r1yXSGtv@GuSKSEwSK5SIuXg3q2XTF2SEXSF4SF5r7tS@XSHsxSHsXgSE@SGr4vztwXSPIu3ss0tr8zsxwr0tr0q3TF3tuXTGts7r3TMSGs5uuSH7uq7uvu2r5r0xr1ur7qyvvxuxSF2ys4xSF0s3s5SMysVGD7EZ,0,1,21,878,1
227,27b11d9858364cbc87459e6099403d6a,5,1780,213,5,1,8,2000,2000,0,12,4,8,8,94,0,66570,fbd90d6d88caced9b94b415890169e83,u1s5uxSF8q2SJr5u9q3r9sTG1SESF2tSF1r5s4r0xr3r8s1q9r7tsxxSEr1zSGt2vuXSH9r9SG8sXSHsSKBES@JTG9sSKur2zvs9D@L1t4ur7SF5ytD@F4r2ur3s6r6tSH5D@uv6r7twn67XSF6gq4wr0r7SGusSJyqz6SF0hIr1ywzvyyUKq7t5SJsq3sq17g3@NuSMr4tsSItg@ESF3SLvztxs6svTHSLur0@Xh5Er9vur8uvvs3r4stzTGXSJTHUF6xSEvSKSEvq27SEs0Z,0,0,21,17949,1
228,2371263af3b0d644fba62526c9f49481,4,1499,232,11,5,14,1750,778,19,15,2,13,8,92,0,66315,56e4a0935adfe7d28f2409adb3740c67,In5UEuvr8SEvSF2SETG0vSF3vBES@bSEsSNxt2r3zvr0TEtsXTEq43ur6TItsSIsr3wSIs7s5r4atr0xq3Xn3ysXB2s@IXSGr1tg9YEX@HwTKSEvh2@F1q4SEststutth4GSESLySGctXSg5SIwSHSG7SJu6SH4SKSI5SG7s@Eur2ss3ututxywq2BED@r5yuswtg16xty@J@Nr3SH6s6u@Ms9uSG0q4r0uSNSIs1sts2t4q4r8VI3sq21SEsSEr7q3SG1@F5sq22xuWF7vt@F6q8g28g2sywh2NSNVItr5zr7Z,0,0,0,16567,1
229,8a8a6c2f3511eb0876a6c9a2027d7bbe,4,1400,261,20,5,18,1696,961,23,12,4,8,8,90,0,66827,7b82206141bb63d772fbf43b543ab7f1,w4SHSEq3tTEuss5zTEwXSESESNq11wXSGSLs3TF8SF3usqSF6sq8SEzg4q5SIr6sSF2q13cD@EzTEXSEwSHg3r0SF0iThcn@oKzvs8swtuvr3n7SHBgXY@H1sbETJzn28XSGaGcP2@LSG6r1h@EwSHTG2r6uXn25t7r3r9SEszxr0SGzBPG@n5s0zuzs7XSEssr7r7D@Ls7ttr9s1uSHr7s5UGuytXTRKsr3SG1yr9s0yur0tg6YF7XSESEtSETESGXSJq9SGSGtXTKSGwSGq12SJr3TF3SF0vSGSGtXTEsXSLBETgtn7XUG@Es1SF5q2sXSETPss0r1sTETGZ,0,0,21,11605,1
230,db5d1639dec6cbebecf70a2c52b3683b,5,1590,159,6,1,3,1757,1757,2,45,13,32,8,95,0,66574,ec562a935cfc41c7dce1d0b0e37e5625,EtssTEr6t7s2s1s8g3sSIs1qr9s0r0v0wt5r8vSGswwr8r7wq6xSGts1r0sr6SF4swsq5XTGUGwt1w3r4t6TEur8tSI0s3zr7TH1sss8szSNSG4zt5vSGXTH@F6y1s6vr4SG4t7SF6TH1tr2s2stsSNuywg25r5vg7vs9vh2HBE@F6r6SJg17SF1n16r2sq12xSMur2r7SMtttSF4t3tSEsxwgussytZ,0,0,21,1094,1
231,276170e35b66b083f61efbda3be4380a,4,2046,103,1,1,2,2151,1874,3,40,8,32,8,97,0,66826,c7b1ebb65738b4b5d694260133598b1f,F3y@ESF2r9SH2zq23XSF3t1xt2s2vSLSKTF50w6u8zq4t5t9s32Xg2uXSIu9r51SL9r00r7SHzr1SG4r3u4t1r4t1ywSG4XTEv8v4SIq6w8BI2uXSNuq4xws4z1@J6SF6SH8s0r5yysysr0swXSExtsTHZ,0,0,21,8814,1
232,8b9fa9710337e55a64fd739e9d70c0df,1,57,59,18,13,8,2811,35,2679,2,0,2,1,3,0,0,b531a998071b85914dea518b7cf0229d,GtSPPQHBTGttSEXTPTEXmHqcEaIBq2cTHmGhGg2BEXhB2YYPXYYXBaEUB2D@iGD@RD8PTkXh3oZ,0,0,23,6597,1
233,e5de5ecec3da46cf9beb08fe103b2e3d,5,1246,231,17,1,6,1495,1495,5,68,12,56,8,91,0,66826,6acc99451b087f0653f89a517cd4643b,F0r0SPHh2ITHSh2@EShHtXSg4SGUGSEXTEXSHsuSMuuwq16SF6xSGYHusYq2@EsSL7r1s2ur1r2r0vr43ws0r5r7wuSISKr2tr0yr0svxSF4wzq11s2tSEr7SLr9hGsg4C@VH3TJSKr9s2SESI5u9SGtwr6s2zXWih2GwSJSHvSGSKSNxtyvSITF1@tXSNvSGsSKq3@SHusTKq4wSF1q4XSGuss6q2r2SIuYPSGsr3sSKwVEXg6vTLsg2hED@GtD7Gr8zq3r0wXTZ,0,0,21,7742,1
234,758dcee38a5931b3fb0d0a61feddb324,5,1449,177,1,0,11,1627,1627,10,73,27,46,8,94,0,66570,c61b906b9b0d6238258b333ab3ad11a3,@F6zSNr9w@Kq3wsSEs5r1r06r26D@ESH1SIs0t1ss6h3F7r1vwr5qr6XTEwt8u4SF1s0tsr4ttSF0SI5xut2uwXSIr2@HSEr4txSH5SJs1vtsXSKu5UJSG3r0XSESIr1yvvvs1UEu@HqWISHr5s@Hr8TE@NxXSJ@Esr2@GSGSEswv@MUJUIt4SG0XVEX@ISG3q31SESJSGtsr5r0q8v8us1vXSEutq6DZ,0,1,21,21658,1
235,d93d26ea51b78bc9b000b24aae30eabd,4,1988,134,2,4,5,2131,1909,8,79,20,59,8,96,0,66570,a7a45bca2d0b1616deaf795a69a31f93,F0w5SJwvq4r5tSH6s7q3xr03q2r70Xg2TGmN9SGr8gsSmKSGSMu4SLr5s4s6r3q9xu9r4SG4s7q61q9SK9tqsSLSEr6y5r9zUF3xr9wt3TIx8u0qn3SBr0r3SH9s3SG3tx2qSGtw2BG@GSHr3r6xs8r4TESH4aI2u2tr1UM8r0aGD@F6SMq23uUMSEZ,0,0,21,11383,1
236,fcfb1f5c4f41de1c401e6edd9e1841cb,4,2056,160,5,0,4,2222,1966,4,32,8,24,8,96,0,66570,6ce8679164941454484e840bf85b63d0,F4q15x2r8u6r2wr8xt6wtw5tg3ug6x0hH5qD@Jr9q17s7UEXVF9uq29r0s1r4ssSG9SEs9s2vSEwTKq2SGTH5x9@I0sSH0tr0SGXSF5r8SJ6s9TEq27u6s08t0sSF4TLSF0SM7xq7r7t8r25r01t6qg2D@F0t7n21THq21r1q3TGSGq3hKSGD8ESG4s5s5sTEXTHsr0SG1SEXSETESGtZ,0,0,21,18094,1
237,2479d75935c4664238040ec31244da94,5,1706,135,9,0,4,1850,1850,4,27,9,18,8,95,0,66570,53afc52d804922aea12f531b4da1367a,F49r8SG8@G7r4tTF6r7r2ttx5r17SF4SF2r5r2qSHs3SG9sr7XC@hEUF6SGhH0@Ntu7r7y5r1tvg7ssr1r2xr3XSF7r5s5tvySH4SM5st5ts1SEs9SP@L1SJ7hF7SF2sSEr58TEvzhI0SF4tSH0g3WNSEqSJTISIwSGvtSGtSEuq3SHg5tsq4r0UKtr1Z,0,0,21,24719,1
238,215ddf8b7907896693a6b6e4163d02d1,5,1138,194,2,2,7,1338,1338,7,65,14,51,8,92,0,33621003,2d787bfa72747a3f00563f58f809c4d4,Hq31r6s7sr0SEq5XTEq13utsr3r0sstss0SF7st8tvTF4vSETLsur4r2r1SF9SESF1XTG6uswr3@F8SEq11vwssSEusqSGTF5sSEust7quSGwn6XTHq3sqTGSG0s@I@Kvn2SF4r8SGSGyr5zuvqt3uSF5stXg7g13x0XTF3qsTIXTEq2SGSEs3s@tB2ES@uSHSMzyr6uXSF7twtXSEq5SF7xt2sSEsqtzs9ur5XSIu1r0Z,0,4,21,837,1
239,516b1bf998ce51fac3414987af262bc3,4,1626,249,14,4,12,1894,1534,16,4,3,1,8,92,0,66826,d7d5ef0f5688b064148ee874c61c98f6,t8q2SGTESJ7q4wUE@HSJSF9xsTGTJutvSGXTP2q2SG5xvr7SND7Juu2xur8@sTGh2Nq5SL6r8s@JSLxTMs@TF8w4uq55v2TH7SG0t1VETGr2SG1s8r0r5xSJvtSF1sTHTG@MxSLTL@Ewt6x9r1uxTEYGq4t9zu3SF2q3vv2TEXTGSg2cD@EzSH0uzTF5THhF0SIq7tq13SGsugh2@2bSGSBE@SIg9r3r9wSHq3zXSH@r1tTESIg5SNstq4yusBGBSg11TMSETLuUF0s1zYESGaLq9SEr0SEq26SG2DZ,0,0,21,2404,1
240,64e3148d9b0d0bec242b026af08f1125,5,1517,189,2,0,5,1708,1708,5,22,7,15,8,94,0,66570,c873fec19613de5d0148f6332bbbdd1d,MSF4s7TJ5sUG0v3r1r1SJr4q3vSGvxr4r2r0wTG@G@Esr5tr5XSIr8tsSF0@GutTJxsr7sSEXTJSIuSF8ssSGSEs4UF0VIq23@ItSF7SEw1v8SF7uysr8zqur0uqs5qy7SF16uUEUL6SGSH2r9tvq2r0sys0q6TH@SEq7vs4r1tsTF8SHsSF8xSHsSMshEsur1sr2SF1THs0TF9s3vysSF4tSG9SMt8whG3DZ,0,0,21,32310,1
241,457555d37245e9c3e593b68239ab66ff,5,2163,151,3,3,2,2320,2320,3,36,17,19,8,96,0,66574,8ebd7dd48689bd53735eaf94f57dc6dd,F14uTI9r7s7q56v9vr8r3q2t1v7r8ttTETKt9z0v1t2TGst7sr1r3ws9t3tTMs2u6D@F9xv8SF5r4vSF0r4zSH0t4r5t2s4s5q19t8s@D7J2r21ss6XVF0v9tq3sr8r0st1XSIt5vs5uuur0r3uTG9uu5SGzxr8ysq23r9SG4u3u2wSF2THsv9vTGq29xsssSgYEaEaSHBF3g4SZ,0,0,21,28875,1
242,544d0e8e41d181845ca4a879121ca203,5,1419,188,3,0,3,1610,1610,3,36,10,26,8,93,0,66570,f2d3a57bceb850cc06ad4b91e2f20626,IuTEx1s4SESMu6SIx7SF6r0r0r6TGTIvxq7vr3uztzTG2sr1svSGr0r7gSF4wSGsq3SF4SJus2SG5r7sSNussts6SHwSF0qSIq3q5SESJSHwtq10r05TI@Lr1SI3@K0xSg33t1SL1TG2SE@NSItSF2svsUH0SIr0s4SHq5sxSIr6SF0SF2r5ySJYtSEXSEvwr0SGSMSEzvstr8r1TISJssTISG3xsuvr1uSMuZ,0,1,21,32681,1
243,17775d41a0c8f73e098f062c1595d57b,5,1788,137,10,0,3,1935,1935,1,23,8,15,8,95,0,68618,201fbc9eafea81af2b9e6e00bf918290,F8TF25xssr4ss9r2tr6r3sSG4SMuTF0vv1u0s6t6YH@YI4tr9s5wttv1r7g4t8r3su5x0t3sv1qqq2TGTGr1XYExSEv2ss3u8u7yr1wXSHySG0TF1w0r5TGr8r2u5q47@F3YYTI1r4x3r06SGhPShg9tr1SETISItts5q6VF7s0s4@EsxxySGSJySMwZ,0,1,21,5322,1
244,0c41df3152a1c03341729aaacae2bcec,5,1731,130,3,2,5,1866,1866,3,16,7,9,8,96,0,66570,c3396f31483e6056093dfe4ec3445bb3,G9UF8t0uwVISF7s4SISI8SK8ts6xr1r2SHtr2r3r9tXSF0SMUHTF9uXSJ0S@F8g7s7SEus3u1ttq6@JSKq19r6zvu7r3vSK1r7r3s6us9y6r3r8r1xyvzs9@G0v4SHgqBEXhE@Mzzs1v3r0TF5t1u9r1BF2vr0SIUL0y2zvr5ttSEXTF5t4SL8yD@G1Z,0,0,21,6678,1
245,00000000002000000000000000005190c07125de4ed7fbe7cb066cc41e50e51efc7d46e7bbc9f6afd26d05e3bf2ef555b3887714270e28988ce900e4b9300994d1877ad5dc0134b27eb0238da5721eed,4,4489,1886,351,61,108,6811,658,169,22,3,19,7,79,0,65795,5f6af6af5932d65fd36030230c2cd90c,Z,0,0,1,2359,1
246,00000000002000000000000000005190032b0582871a07c604d8cba171f9579715e44dfea14cb6812f7fcb56a3a0c409151c0d2bb94ab56dfb753410ae70598e7300591ce85f888fbefe6984dc4938c3,4,5790,1975,296,45,69,8125,1085,114,21,2,19,7,83,0,65795,a63126396976d251cc674a313834d531,Z,0,0,1,21215,1
247,000000000020000000000000000051901a1ca14aededce99bd136da649fbec7ac0d7baaaeb1b0ba9b17b94b587d2fb7067bc996815b98296a44fe0f802a6115da6738157b2dc1689bea1f6123660d723,3,4989,2235,449,150,164,7906,1369,314,22,3,19,6,77,0,65793,39bb5d0d19c3312b6cb74eb6f2db446c,Z,0,0,0,6504,1
248,0000000000200000000000000000db0815e44dfea14cb6812f7fcb56a3a0c409151c0d2bb94ab56dfb753410ae70598e7300591ce85f888fbefe6984dc4938c3,1,1139,677,166,58,92,6399,271,4474,2,0,2,2,23,0,0,5773918dc5bc15843c2322c3e24af420,Z,0,0,0,2262,1
249,00000000002000000000000000005190cd78da88201c01afb934bcba55f955cbadec1bcc37806f155cdae08d873c9f770ab22f8cc36b18e6cce19f5f0906d71eee21ce9f5b84794c69e64e6d6d27caed,3,4868,2409,443,138,211,7960,821,349,18,1,17,6,76,0,65793,d3829c3136fcb25934e052d5e437d167,Z,0,0,0,24592,1
250,d70b69449d39959609c20cc95230ff20,4,1577,605,54,14,30,2259,802,44,3,2,1,7,83,0,66562,06f793b38e997e44f658bc661791329b,@3SPI@YVh4hEVGYESKSEstth5GSEqssSGTGSHSguq2YHm6ED7HTED8JssqTESJr4TF0qsSLTHVHq3tSggXgTEs5SLSHg4XUEtsSMs2VQIXBD@JTJC@ESGr1r3@r1sg3zuBsS@TF5TJzXmEuxvXSGSEr6SEa@IBH@ytSLuXSLsvr8u@g9SISF2q3uq4SGYEsgn3gg3BEXBGD@Jr1TEr3SEXTLXBX@twtSGTKSGssSn10SKttsTETGSJSGXSGSF3TGsSLTIxsr3tSBcwYr0g3sXauVF1r1TEXTNhEuSHwus5sSETESESEsTGtSITEvUGsr4SMSF5r0xSHr1SGxr7TESK@YvsXTGTESF1qxuD@JwszXUg3tuq10r8tTESESGYG1uwsSEr5SEts3TLq2TGSF0vTGUJu4SG0uSHSJXVeXTEug8UNgvwsXTGuqsq3wsTGxXSNtgXSKr0Sh6mGSJXSG2uxSHSJq4XSHTEv@tsg2TESg2SHg2SItsh2ETHSEsUMsXC@Hn2qBsstr2SHr3h2PHg2tsg2UESQES@IxYSLSEsTGUGVHvXD7MSH1sSGXh2GhRSEq2XSETItr1hHXSPJYESBGXT@r0ssXmF3wBETE@HXVPYsh2PD@XbSKZ,0,0,21,16340,1
