,hash,clear,perfect,great,good,bad,poor,totalnotes,maxcombo,minbp,playcount,clearcount,failcount,rank,rate,clear_db,op_history,scorehash,ghost,clear_sd,clear_ex,op_best,rseed,complete
20,a832f562a5edf913c31062a49577bd3e,4,1374,239,20,2,0,1635,1620,1,37,8,29,8,91,0,66570,332837c547a662e53574d02ca2d8d1db,ETGxxg18tur4ss6thNSIsTGTHXSH6wswr1tSHuth6ESEr3g7sSF3SK0g12t7ttSJTEXSPEztyr9tTEvqvq29XTGSMSLr1xs3uq12Xg25r1SJr7wts3SHULtsg3sSGxhhGShEsxtu8s2wt8r8qr1r3s0r8ts8qzr1SHxYHSIUESHTETGuuXg34s4sr0ugxq2vzr2zq2XSKzr7q9tr2SNwvSJr0UHSISLs6szSMTEsSHuTF1s2SEySLr6SGSJr8hF7SF3wSNr0tsSEXTGTEY3HsBgBESg6DZ,0,0,21,5674,1
21,a1552410ea80470cf77732bdcb8ab232,4,2023,377,51,17,26,2471,912,43,20,5,15,8,89,0,66570,39b42793d7f27f6c9ffa5bb6a7635e96,K5@Lr8X@Jxr3q5vr2wSF0@Jq10qSHssXC@SJtqBg2tTEYvTMSHYVcTF7tr6hGYXTGvUF1TEq12XSGSKSIShF5g3g3YXdPBD@lsBg4sSF4THsn12stywr1s2h2H7hGB2D@2G3UF3wxuYGD@g3SF1r4yr3r5YIgSF3suTF3XSHtTLSPEYSF3SGr6yxXeTESIsr9TF6SKSIq2u7vSHSGXg10@SF4XUGzSEqs0SF9th4F2r9SPUKg@t4xyr6vvr1vSF3SGTGYLSISGs4r9r3@F2SGg5SMur8SJSF3r5WHTIs5X@Lwavwr2TGg3SF4q17@Ettxt4X@I3st4YGsBA@G5vr5tsxBE@JSF0q3SEzr5sr9r1TGsSF4q2UGSHXWEXSESK3SF9tzg17tshG3us0r3sr0yutq10r0SExxhEtq7s4SESNtTISHst7@SHSGTEvr7uTGa@C@2i5@2B2Y2tcTGXUGr9YTcGTG@Essr7wzh2Ezq2SBGzZ,0,0,21,9170,1
22,1401d3144ec27c3c14a00588a45aec15,4,1065,230,50,3,5,1352,594,9,10,4,6,7,87,0,66570,a054bcd816ab4b3550ddf0983b19bf0e,cYEvScF5r8sWHtSJr2TGq17SF3SLSNr8xu6VF0TETJXSh3gTg2sSn16ssq2SKyq2q6g25q9Xg9yzxY3XhETETheGh2Eqwr8SMuyyTG5r8aT@SGh2Hus1SG5r3g2g2r0SG2hHx@HzSJYI9vxSGw5hLSESJq10r2SHg19tt2uaETHn3suTF1s6r2r1Ys0YGYYYSHvSIwSHuwsr2g4SGtztUJgXh2PTNq2UJXYETISGSHSESHq4SIsSF1g3tqYGY2HYEYSg7TLsn13XSGSGtwdBGXhPSCZ,0,0,21,28644,1
23,89719530f80d426750633ac820089bcf,4,1554,194,23,4,3,1775,1758,7,6,3,3,8,93,0,66570,0a726d24b13752d07216e1c7c0263927,G0t1Sg2sr3sr8r7s7r0q10XSF2SG4r6SG6vSF5SHsTGw7tuTG6t5ySGtsttVF5s6ur0tSF1wr4ss3ssssg3sg7tgvs8SG5sr8zSF1sg3ts5SEr8uq2wSESGSESEuuSLs7sq5zss9TF7SEur0UG8t7r0r1sXcGs9v3zts7r8yr1s6XTF5XSF7xu7XhKuSF0r5s2XSEvwt@H0wg3g2h@h2HSg3TGXSHSGSIuTESJ6q32xg4TEstSKq13@Ir3q2Xg16r4q3r9XhHiuBQPBfZ,0,0,21,32281,1
24,b252c955763ccc430d7b085977e72cdd,4,1219,225,37,3,8,1486,552,11,12,4,8,8,89,0,66570,088159608ec0cd6fb4915a074f33b9a0,I9r5SG7wt3SF0SJySGTEUHSF0TETEs1tSF4SHtsXTPPGYUh@gXbGSF2qSNtcHvn14s0ur1SG1yg2suSF3s6ytr4r5q2wXSKBt@Er6SIyg3g5wShHqTGuvSHTJ7TKqs8sr6SGSHhg15ttuTLyh4@r3xD@KyTg21SHShG3SHsXguh5ESGyB2EYG@LcYPItSh2PESGg5sg2r4SEtg16wvr0SF5r2UF1SF0SPF2XTh2HsvD7cGg2g34vTNqzw4xyh2PF0sSKsyTKSF3yq5r6s9SEYSGr5t@F1q14Z,0,0,21,7140,1
25,5dad50b54d761072328248937a230374,5,1724,168,2,1,5,1896,1896,0,15,8,7,8,95,0,66570,99ebf4c1ad2740ca87381b94f6c3917f,ISF5ws9r00r7SIsXD7Gr34tSHss3wXTJXTESF6s4xr7r4sy@Kwr8s9q3TMTEwTJq19q10SETM9r29uusTGSED7G1t2TETESF4t6tSF3wtt9TEt6q16SEuSKSKt7SKs2usSESEsr9q22ts7u@Mr4r7t0u3q14s4r1q2u2q2t0r3wSNr2TEuwx4g2TEtr0v6BPE@G@G9SF5s2sSEq5SIxn13Z,0,0,23,24398,1
26,a5d55133fd47bf414da89de1f28f8415,5,1211,97,3,0,6,1311,1311,4,28,8,20,8,96,0,66570,d47b99a6f653d9c9bd6834fdd7bdb52c,I1sv2r1u1g2xv0u1r0y7UGSJ2qwsD@TEq2SETF2SLSEzq9t1ur1SF9v4v6vx3vs4s8r6t6u7sS@H@2r5ss4sw5C@F2sC@J3txwSH0s0SKq21r4vtswSJvSLSMTHtSGwTHqSGZ,0,0,23,28045,1
27,632af00b4c01774bfe0ce5a1340e2add,5,1176,233,22,8,26,1441,1441,3,31,4,27,8,89,0,66570,dd893be9c3cb8e4ab1659e554114f149,I0r3TF4ur1XSKSEr8@G0r2r4vXg2hLr8xzqr2utwq12SIqhHBH@KstTGSEtg3q3s@Ks@Ev@HXSEwBGXTI@cHubIg2vSESMs@Ku@Is5r1th2ESItt7uBD@SNSF7D@J@HzT@F1@GsSISGSGSJsq2yXSEsvqsyg8sr4uTcG@hJBP3mKSF6sSHUF1@zr5sSKSNSG7vhHSF3zq7uxXSG5t6SITF3xr8q7q8YHaIB2E@EX@BG@G5@KSLSGSF0q3hETMTGq6D8F2SEY@2G2uUG4@G1wuwSESF9ug5xUETGqy@q13suuuTKg2SEysXSgUF0@F1SJxZ,0,0,21,10469,1
28,839e69ec2e4eeefe0b027c87b456fe9e,5,1800,174,13,0,0,1987,1987,0,11,6,5,8,94,0,66570,25a71492463f33addecf6d6033946b63,G3v4t6r5s8vvr8r78XTN2s9yxSEr2r2s7g16SH1yhEq2TEq24s8vXYSEyTGY2SESEUEXghcYXSGzq2SEqsSETEXSEYScD7F6r0r9q48r9sTL0SETLw9sXTI6sD7G0uzu5v0SH3r64UHTLvr9SF1utr3vSG1txs5u6s8ttUIsTGSGsq5q26tsSG3t5r3r4r6r6SG3zs6utSF2sZ,0,0,21,1394,1
29,becd8745316f7e0e339e839fd308ec39,5,1336,177,7,0,3,1520,1520,3,37,8,29,8,93,0,66570,640ed8b50b47017c8c3af3099c9b003e,zTG9uSK3XTEq7w1r7t7WG0u1u2u7ut8t2r2qs4SF1UEs2vSESIt0@Gyq2r6yvXSF0tyr3qSEt8q9SEr1sSF0SIq2hE@EsSI9XSGtTLXWGsWJTG8Ysr2THvTF3SJtq2VNswt4r7SI1Xg2t6q3s4xTEys8r8ttg4vSMxsXSGq17xg2gg2@GUExTMr2sSGSG1t0r8SF8s6ySGSEZ,0,0,21,479,1
30,659fab05460eb7896f0126f657b677b5,5,1523,237,12,0,5,1772,1772,4,33,10,23,8,92,0,66570,0897d4bc4fecf7f08e1d205bbcef7db0,F5SI8t6z7tq21SEXSGhH@F9us0TF6SETNssSF8vSF9r1zr2hF8r0r9zr8hPETIq31stTF9zr5uxs5r8tr0Ys1ur6tx@SF3XUG5suTKs3r1r0s8sqq9r2uX@ss0xuXSGVGszr4SEq3r1SEsvSNr0tgtUHSHq5SJvVHt@TISGD7GSF8TETF1XUEVG1t5uSF2TEUKst3XTGs6sxuyTNtsr3SEur6ws0t0r3yyv2uySGsr9q2r1r1tt9Sg2gcTJsSNg16r9yD7HTPSE@Er6Z,0,0,21,6363,1
31,0ac2ec9da6bad09ef6e3c8c349a7c1d8,4,1007,151,25,10,17,1200,600,18,12,8,4,8,90,0,66571,b97723a31f3d1a4a15a1e1fa9cc664c8,G0tt6stvyuUK2r1vSGssSF3stTQSF5@KTESF2SNs1SKSHSKSJr2r6TG@r5r5xyXTEq14BTBG@SIs8zsur34SHt0@G0SHn5hED@Gy3s2s7r3n71@Hr0r4tqSGr5SRKq3sg4iGYTfBY4BaYBXnBXnXg4r0SHuD@q3YED@q2g4uSNqtqsC@uh2GVPMD@suSESJsSEuuBzsXgqshEYmcbZ,0,0,20,8440,1
32,0cbd523cb6d85c66bf691651a4af1636,5,1502,164,5,3,5,1676,1676,3,7,5,2,8,94,0,66570,7680463dac0bb1c2a7a2b6d5ee633ece,G4TG5tSG7u0y8zSL7r6tSF6r3usyuq6g8r4sr8r5SG8r5wu4BTESF2tqTHULTHv0ssts3sSExyr6xzSIszs5sr8BI@HSF7r2SJ@xr0SF7s2SHq3t8XSIs1r4xr5r2s5sSExq43vr4yq10g2@tBPREqq11wts1wur1st1uSItzwq4s5TKzxwr1SF6r0s6r8q10g4Tlsyr8wxs0wv6SGTHvtqXSKXZ,0,0,21,28285,1
33,c7042fa76dd68f3761676f917909fd4e,4,1865,321,25,8,19,2226,609,24,11,7,4,8,90,0,66570,742007d5bb9a959f7c1bcc3be8200f7a,G4wr3SJ6qD@v7SEr1twur1XUESGVEu@EstqSEr9sr1SMqSJTQK4S@Sgw4tSGSEYnSGvSF2s9SEr7SGSF5v3wuvBGu2Xn4bNSF1wXT@Sh4BF1r2SI2tTPG@I2XSHvqSF3TISEst1sr7r3utTh2Pbh3Eq18SF2q13tSG2XBE@H@m3GSNSH6uUF9Xg3cY2SHut9yr5tX@PD@Esm2Hgyw1qTG8s9wtr0r6r4uSHTGTGSEUIystD8MqXSGxq3SgTRr9vr6SMyTHtTdF1zr5SEUGsr5ytq4r0xr9uys1r4zXTBg@F1SM@GSHsr6tTF1qTJs0Shg4XTEYGshHtvr8SB2D@HghEvSHzxSNSESNusvq2r5TNs9syutr0r6aETEuSIu7Z,0,0,23,29266,1
34,7850a7c5a36681106e68e1cd0603af21,4,1966,289,11,2,10,2274,1199,12,5,4,1,8,92,0,66570,63c6bec708492ff4022c03d5f3e313bd,H2@GTGyswr4u6XUHtr9r0s@KsxSEtSG2SF8xyxYIgX@Hq6qSHt7s7tr9r5vySG4SQYabbSGXbSKt3tv0xs2s5zVK1tSGSIq2SGr1t1uqywvq3tg3yr2tr6ySEtUGtuswSKquq5gSMqwr7TIsSLTESHVEvuuttSIqSg3hGTEttsXSHs8r1u1r3q13D@ETF64UG5y0q25XSKvzttr1VGs0wtULvTG3t8r6Tn13r0ytsztxWNuSLr6vg7s2UG9r6ur2s9r5sr2sSF0TEXSGSGsSEYSF0u2XSF3zm4LSGr0SGs7SNyr7bxzr2g6tVF3XSF1g4r3vur0XSGDZ,0,0,21,6244,1
35,c4f19c2c3ff120c992b4d224de7d951c,4,1685,209,10,3,3,1907,1296,6,27,10,17,8,93,0,66570,5a8e6abda1e055c7c6bf51b95ca88793,Esr6vSEt5tt9w9vYsSJvtst1TH3SISLvuSH2TLSESIs9vsq24q11SEus0t7SEt4hGSI4r5SKr5wUIt8hG2r8tzws0q3usSG4r4t0r1SH7twt7SF9SI6swvxssutq2q4SESIwBH@HuSH1tTKtwSJr8SF1wsTEuuSMr9r1r8tSKwg11qygSJtSETKzSHg3q27q6SGq3r8xr4TKtsXTGtzBg27tSIzq8sr5vtuwsv0r9SIs1s1r4s7BG@F3hETHTETEs0r8s1g2@Jr2ug7SJZ,0,0,21,28571,1
36,faac4cbd630b2a01b8da4f3f40ba89b4,5,1119,188,28,0,2,1335,1335,2,3,3,0,8,90,0,66570,68e98170ab1ea03d482db3f481f4ddf0,Kq8SF2SHzYESEtr1XSI2SMWF2SISHxTK7r4wXSMzTHg7r2uur3SEYI4cSPF7r9r4xs6vxSHsq7h2NwtwwSESF5SMgr2XSJ7vws7s3r1t5SGXh5F2SH3vXSGXTJXTHsSh2EXYIt6XSGXY3tsuus7Sg3ShEXYF3SEs2r4g2SHSJg4sg2q3WGq4XhGXcu4dJD@F2SEtr0sq5SESF1v1SKuyXhGXg5@SGtSF3D7Hwr0SEZ,0,0,23,297,1
37,f0a77e53609afe9607053e612c490a85,5,1384,252,24,0,1,1660,1660,1,71,9,62,8,90,0,66570,14db3a113ec0e5798db27531d8e8fddc,ETMSF9SEWG8r0q6SF4sTEuvSF5s8yXUGh5Gsr1TF0sSG0ut6SF2UHTLTKq5TLYKr7VHzhF1vxr9r3tTF4TJusvtshdSdEULr3SLSJr8ug3gzdUESG0SF7r2SEzs4tSHr1vq45ss0SIYG3r2r5SF8SF5TExr0TEtSHSPP2ssuwSKuTNTEWHtvr0sq10xSGr6t1xt6uSF2tzr7Xg5SGSLzSHr8uyyt4SNs0SF0vh4ESHr4wSGSHr0r4r0wSGr0r2r9UJxsu5TNC@r8t4stsYESEvuXgSESF0Z,0,0,23,28335,1
38,da88281a5e665843d858a35175aad7e0,4,1901,197,4,1,1,2103,1393,2,4,3,1,8,95,0,66570,8b9e1f85857c66cadd5daa9f0122bb90,ETF3tt9SGr1uvs3r5sst0vr5r2us0TF5u2t9r2r9ur5s6SLXTIstq19r5vyusr9s9SF7s2vt0zq59s2SGt2sSIus2r1q10r6tr4wSI4r6tr3r8XSHr6SLr4vSEr5w5q2vtXUKTF6utvr9suv7r7SF4THSLxs4TETF7uuTF0uytBEzTH0xsr4r1x1z5xr8vsu2SPF2q3SG1D@ur4q34YXVG1xsyr1s9t0sr3uh2ESLs2tYG3SJTMSEr6sVF5uDZ,0,0,21,8788,1
